CODE	SOURCE	Date	Prix
SSSSR3024M0BP	Institut National de la Statistique, Base 100=2014	8/1/2001	0
SSSSR3024M0BP	Institut National de la Statistique, Base 100=2014	9/1/2001	0
SSSSR3024M0BP	Institut National de la Statistique, Base 100=2014	10/1/2001	0
SSSSR3024M0BP	Institut National de la Statistique, Base 100=2014	11/1/2001	0
SSSSR3024M0BP	Institut National de la Statistique, Base 100=2014	12/1/2001	0
SSSSR3024M0BP	Institut National de la Statistique, Base 100=2014	1/1/2002	0
SSSSR3024M0BP	Institut National de la Statistique, Base 100=2014	2/1/2002	0
SSSSR3024M0BP	Institut National de la Statistique, Base 100=2014	3/1/2002	0
SSSSR3024M0BP	Institut National de la Statistique, Base 100=2014	4/1/2002	0
SSSSR3024M0BP	Institut National de la Statistique, Base 100=2014	5/1/2002	0
SSSSR3024M0BP	Institut National de la Statistique, Base 100=2014	6/1/2002	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	2/1/2000	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	3/1/2000	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	4/1/2000	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	5/1/2000	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	6/1/2000	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	7/1/2000	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	8/1/2000	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	9/1/2000	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	10/1/2000	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	11/1/2000	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	12/1/2000	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	1/1/2001	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	2/1/2001	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	3/1/2001	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	4/1/2001	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	5/1/2001	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	6/1/2001	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	7/1/2001	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	8/1/2001	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	9/1/2001	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	10/1/2001	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	11/1/2001	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	12/1/2001	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	1/1/2002	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	2/1/2002	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	3/1/2002	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	4/1/2002	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	5/1/2002	0
SSSSR3025M0BP	Institut National de la Statistique, Base 100=2014	6/1/2002	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	2/1/2000	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	3/1/2000	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	4/1/2000	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	5/1/2000	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	6/1/2000	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	7/1/2000	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	8/1/2000	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	9/1/2000	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	10/1/2000	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	11/1/2000	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	12/1/2000	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	1/1/2001	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	2/1/2001	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	3/1/2001	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	4/1/2001	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	5/1/2001	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	6/1/2001	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	7/1/2001	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	8/1/2001	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	9/1/2001	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	10/1/2001	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	11/1/2001	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	12/1/2001	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	1/1/2002	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	2/1/2002	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	3/1/2002	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	4/1/2002	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	5/1/2002	0
SSSSR3026M0BP	Institut National de la Statistique, Base 100=2014	6/1/2002	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	2/1/2000	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	3/1/2000	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	4/1/2000	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	5/1/2000	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	6/1/2000	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	7/1/2000	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	8/1/2000	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	9/1/2000	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	10/1/2000	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	11/1/2000	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	12/1/2000	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	1/1/2001	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	2/1/2001	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	3/1/2001	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	4/1/2001	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	5/1/2001	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	6/1/2001	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	7/1/2001	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	8/1/2001	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	9/1/2001	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	10/1/2001	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	11/1/2001	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	12/1/2001	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	1/1/2002	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	2/1/2002	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	3/1/2002	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	4/1/2002	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	5/1/2002	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	6/1/2002	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	7/1/2002	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	8/1/2002	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	9/1/2002	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	10/1/2002	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	11/1/2002	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	12/1/2002	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	2/1/2000	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	3/1/2000	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	4/1/2000	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	5/1/2000	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	6/1/2000	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	7/1/2000	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	8/1/2000	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	9/1/2000	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	10/1/2000	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	11/1/2000	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	12/1/2000	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	1/1/2001	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	2/1/2001	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	3/1/2001	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	4/1/2001	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	5/1/2001	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	6/1/2001	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	7/1/2001	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	8/1/2001	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	9/1/2001	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	10/1/2001	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	11/1/2001	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	12/1/2001	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	1/1/2002	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	2/1/2002	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	3/1/2002	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	4/1/2002	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	5/1/2002	0
SSSSR3027M0BP	Institut National de la Statistique, Base 100=2014	6/1/2002	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	2/1/2000	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	3/1/2000	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	4/1/2000	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	5/1/2000	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	6/1/2000	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	7/1/2000	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	8/1/2000	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	9/1/2000	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	10/1/2000	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	11/1/2000	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	12/1/2000	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	1/1/2001	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	2/1/2001	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	3/1/2001	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	4/1/2001	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	5/1/2001	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	6/1/2001	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	7/1/2001	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	8/1/2001	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	9/1/2001	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	10/1/2001	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	11/1/2001	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	12/1/2001	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	1/1/2002	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	2/1/2002	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	3/1/2002	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	4/1/2002	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	5/1/2002	0
SSSSR3028M0BP	Institut National de la Statistique, Base 100=2014	6/1/2002	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	2/1/2000	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	3/1/2000	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	4/1/2000	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	5/1/2000	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	6/1/2000	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	7/1/2000	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	8/1/2000	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	9/1/2000	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	10/1/2000	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	11/1/2000	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	12/1/2000	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	1/1/2001	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	2/1/2001	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	3/1/2001	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	4/1/2001	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	5/1/2001	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	6/1/2001	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	7/1/2001	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	8/1/2001	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	9/1/2001	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	10/1/2001	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	11/1/2001	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	12/1/2001	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	1/1/2002	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	2/1/2002	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	3/1/2002	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	4/1/2002	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	5/1/2002	0
SSSSR3017M0BP	Institut National de la Statistique, Base 100=2014	6/1/2002	0
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	1/1/2003	106.7
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	2/1/2003	106.3
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	3/1/2003	106.3
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	4/1/2003	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	5/1/2003	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	6/1/2003	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	7/1/2003	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	8/1/2003	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	9/1/2003	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	10/1/2003	105.1
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	11/1/2003	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	12/1/2003	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	1/1/2004	102.2
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	2/1/2004	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	3/1/2004	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	4/1/2004	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	5/1/2004	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	6/1/2004	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	7/1/2004	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	8/1/2004	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	9/1/2004	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	10/1/2004	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	11/1/2004	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	12/1/2004	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	1/1/2005	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	2/1/2005	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	3/1/2005	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	4/1/2005	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	5/1/2005	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	6/1/2005	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	7/1/2005	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	8/1/2005	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	9/1/2005	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	10/1/2005	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	11/1/2005	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	12/1/2005	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	1/1/2006	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	2/1/2006	107
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	3/1/2006	113.6
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	4/1/2006	113.6
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	5/1/2006	111.5
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	6/1/2006	111.5
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	7/1/2006	111.5
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	8/1/2006	111.5
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	9/1/2006	111.5
SSSSR3051M0BP	Institut National de la Statistique, Base 100=2014	10/1/2006	111.5
